duns,domain,gt_domain,business_name,address_1,address_2,city_name,state_name,postal_code,country_name,line_of_business,better_domain,perfect_match,probably_match,not_match,alternative_domain,comment,time
830966904,www.stellantis.com,chrysler.com,FCA US LLC,1000 Chrysler Dr,,AUBURN HILLS,Michigan,48326,USA,Ret new/used automobiles,,,,,,,
43700194,smithscommunity.com,smithsfoodanddrug.com,"Smith's Food & Drug Centers, Inc",1550 S Redwood Rd,,Salt Lake City,Utah,84104,USA,Ret drugs/sundries,,,,,,,
46169595,www.ralphlauren.com,ralphlauren.com,Ralph Lauren Corporation,650 Madison Ave,,NEW YORK,New York,10022,USA,Mfg men's/boy's trousers,,,,,,,
545322963,sodexo.com,cn.sodexo.com,"Sodexo (China) Enterprise Management Services Co., Ltd.","7-8/F, Block A, Oriental Guoxin, No. 388 Fuquan North Road, Chan",,Shanghai,Shanghai,20033,CHINA,Management services,,,,,,,
621454722,www.hanes.com,hanes.com,Hanesbrands Inc.,1000 E Hanes Mill Rd,,WINSTON SALEM,North Carolina,27105,USA,Knit outerwear mill,,,,,,,
6173082,www.3m.com,3m.com,3M Company,3M Center,,SAINT PAUL,Minnesota,55144,USA,Mfg surgical/medical instruments,,,,,,,
544961662,tf.click.com.cn,gdcci.com,Guangdong Create Century Intelligent Equipment Group Corporation Limited,Jinsheng Zhineng Zhizao Industrial Zone Xingzheng Office Buildin,,Dongguan,Guangdong,52300,CHINA,Mfg metal stampings,,,,,,,
8019366,www.spmoilandgas.com,weir.co.uk,Spm Oil & Gas Inc.,601 Herbert Dr,,FORT WORTH,Texas,76108,USA,Mfg industrial machinery,,,,,,,
676369679,in.sodexo.com,sodexo.com,SODEXO FACILITIES MANAGEMENT SERVICES INDIA PRIVATE LIMITED,"1st Floor, Gemstar Commercial Complex",Ramchandra Lane Extension,Mumbai,Maharashtra,40006,INDIA,Facilities support services,,,,,,,
1749605,cityofchicago.org,chicago.gov,City of Chicago,121 N La Salle St Rm 700,,CHICAGO,Illinois,60602,USA,Executive office,,,,,,,
64960248,cropscience.bayer.com,bayer.us,Bayer Corporation,100 Bayer Blvd,,Whippany,New Jersey,7981,USA,Mfg pharmaceutical preparations,,,,,,,
175778443,21cf.com,thewaltdisneycompany.com,Tfcf Corporation,1211 Avenue OF The Americas,,New York,New York,10036,USA,Television station,,,,,,,
915707343,hpseb.com,hpseb.in,HIMACHAL PRADESH STATE ELECTRICITY BOARD LIMITED,"Vidyut Bhawan, Kumar House",HPSEB,Shimla,Himachal Pradesh,17100,INDIA,Electric services,,,,,,,
225576214,newlook.com,newlookgroup.com,NEW LOOK RETAILERS LIMITED,NEW LOOK HOUSE,MERCERY ROAD,WEYMOUTH,DORSET,DT3 5,ENGLAND,Ret family clothing,,,,,,,
6972470,mountwashingtonschool.org,baltimorecityschools.org,Baltimore City Public Schools,200 E North Ave,,Baltimore,Maryland,21202,USA,Elementary/secondary school,,,,,,,
79541864,www.bobevansgrocery.com,bobevansgrocery.com,"Bef Management, Inc",8200 Walton Pkwy,,NEW ALBANY,Ohio,43054,USA,Direct retail sales,,,,,,,
544724230,www.hpe.com,hpe.com,"Hewlett Packard Enterprise (China) Co., Ltd.","Unit C01, D01 of 3/F, 101, 1/F, Building 1, No. 8, Guangshun Sou",,Beijing,Beijing,10002,CHINA,Mfg electronic computers,,,,,,,
828411897,discovery.com,corporate.discovery.com,"Warner Bros. Discovery, Inc.",230 Park Ave S,,NEW YORK,New York,10003,USA,Cable/pay television service,,,,,,,
965236987,rush.edu,rush-health.com,Rush System For Health,1645 W Jackson Blvd Ste 501,,Chicago,Illinois,60612,USA,Professional organization,,,,,,,
543404264,lenovo.com,lenovo.com.cn,"Lenovo (Shanghai) Information Technology Co., Ltd.","Room 801, Building 1, No. 696, Songtao Road, Pilot Free Trade Zo",,Shanghai,Shanghai,20120,CHINA,Whol computers/peripherals,,,,,,,
129094921,arnoldbread.com,bimbobakeriesusa.com,"Bimbo Bakeries Usa, Inc.",355 Business Center Dr,,HORSHAM,Pennsylvania,19044,USA,Mfg bread/related products,,,,,,,
41861980,anthem.com,antheminc.com,"Anthem Insurance Companies, Inc.",220 Virginia Ave,,Indianapolis,Indiana,46204,USA,Hospital/medical service plan,,,,,,,
1024314,www.berkshirehathaway.com,berkshirehathaway.com,Berkshire Hathaway Inc.,3555 Farnam St Ste 1440,,OMAHA,Nebraska,68131,USA,Fire/casualty insurance carrier,,,,,,,
16435559,hii.com,northropgrumman.com,Titan II Inc.,4101 Washington Ave,,Newport News,Virginia,23607,USA,Mfg aircraft parts/equipment,,,,,,,
847412269,www.owens-minor.com,owens-minor.com,"Owens & Minor, Inc.",9120 Lockwood Blvd,,MECHANICSVILLE,Virginia,23116,USA,Whol medical/hospital equipment,,,,,,,
81185059,advocatehealth.com,advocateaurorahealth.org,Advocate Aurora Health Inc.,3075 Highland Pkwy Ste 600,,DOWNERS GROVE,Illinois,60515,USA,General hospital,,,,,,,
526855230,mayicheng.com,xhyxjd.com,"Zibo Mining Group Co.,Ltd.","No.133, Zikuang Road, Zichuan District",,Zibo,Shandong,25512,CHINA,Whol coal/minerals/ores,,,,,,,
545290108,chinadmegc.com,dmegc.com.cn,"Hengdian Group DMEGC Magnetics Co., Ltd.",Hengdian Industrial Zone,,Dongyang,Zhejiang,32211,CHINA,Mfg porcelain electrical supplies,,,,,,,
650281488,nationalinsuranceindia.com,nationalinsurance.nic.co.in,NATIONAL INSURANCE COMPANY LIMITED,"Premises No. 18-0374, Plot No. Cbd-81, New Town",Prafulla Chandra Sen Sarani,Kolkata,West Bengal,70015,INDIA,,,,,,,,
198578155,www.westcoasttomato.com,westcoasttomato.com,McClure Properties. Ltd.,502 6TH Ave W,,Palmetto,Florida,34221,USA,Whol fruits/vegetables,,,,,,,
448598482,sjmresorts.com,sjmholdings.com,"SJM RESORTS, LIMITED",9/F Hotel Grand Lisboa,2-4 Avenida de Lisboa,MACAO,MACAO,,MACAO,Amusement/recreation services,,,,,,,
228653481,uk.issworld.com,issworld.com,ISS MEDICLEAN LIMITED,Velocity 1,Brooklands Drive,WEYBRIDGE,SURREY,KT13,ENGLAND,Building maintenance services,,,,,,,
102008349,longhornsteakhouse.com,darden.com,"Rare Hospitality International, Inc.",7469 Brokerage Dr,,ORLANDO,Florida,32809,USA,Eating place,,,,,,,
6997704,bbt.com,truist.com,Truist Bank,214 N Tryon St,,CHARLOTTE,North Carolina,28202,USA,State commercial bank,,,,,,,
926891516,benefits.va.gov,va.gov,Veterans Health Administration,810 Vermont Ave NW,,Washington,District of Columbia,20420,USA,Administrative veterans' affairs,,,,,,,
1667906,kpmg.com,kpmg.us,Kpmg LLP,345 Park Ave,,New York,New York,10154,USA,Accounting/auditing/bookkeeping,,,,,,,
654687557,cnecc.com,cnnc.com.cn,China Nuclear Engineering & Construction Group Corporation Limited,"No.12, Chegongzhuang Street, Xicheng District",,Beijing,Beijing,10003,CHINA,Trade contractor,,,,,,,
545281813,gdeit.com,gdrising.com.cn,"Guangdong Electronic Information Industry Group Co., Ltd","Room 2414, No.4, Haixiu Street, Nansha District",,Guangzhou,Guangdong,51000,CHINA,Mfg electrical equipment/supplies,,,,,,,
918461018,delhi.gov.in,delhijalboard.nic.in,DELHI JAL BOARD,"Room No.306, 3rd Floor, Varunalaya Phase-II","Jhandewalan, Karol Bagh",New Delhi,Delhi,11000,INDIA,General government,,,,,,,
862860294,ofb.gov.in,ddpdoo.gov.in,MINISTRY OF DEFENCE,"10-A, Ayudh Bhawan",S K Bose Road,Kolkata,West Bengal,70000,INDIA,Ret misc general merchandise,,,,,,,
79320220,www.kraftheinzcompany.com,kraftheinzcompany.com,The Heinz Kraft Company,1 PPG Pl Ste 3400,,PITTSBURGH,Pennsylvania,15222,USA,Mfg canned fruits/vegetables,,,,,,,
9581091,www.dxc.com,dxc.com,Computer Sciences Corporation,20408 Bashan Dr Ste 231,,ASHBURN,Virginia,20147,USA,Computer facility management,,,,,,,
3592743,scmd.sc.gov,scguard.ng.mil,"Adjutant General, South Carolina",1 National Guard Rd,,Columbia,South Carolina,29201,USA,National security,,,,,,,
59298141,mylan.com,viatris.com,Mylan Inc.,1000 Mylan Blvd,,Canonsburg,Pennsylvania,15317,USA,Mfg pharmaceutical preparations,,,,,,,
784121725,golobos.com,gallup.unm.edu,University of New Mexico,1800 Roma Blvd NE,,ALBUQUERQUE,New Mexico,87131,USA,College/university,,,,,,,
73133571,umich.edu,regents.umich.edu,Regents of The University of Michigan,500 S State St,,Ann Arbor,Michigan,48109,USA,College/university,,,,,,,
527625073,ciichr.com,ciicsh.com,"China International Intellectech Corporation Co., Ltd.","Room 02//301, 18/F, No.922, Hengshan Road, Xuhui District",,Shanghai,Shanghai,20000,CHINA,Management consulting services,,,,,,,
664972981,shkp.com.hk,shkp.com,Beachshore Limited,45/F Sun Hung Kai Ctr,30 Harbour Rd,WAN CHAI,HONG KONG,,HONG KONG,Real estate agent/manager,,,,,,,
528186533,hfdl.aecc.cn,xaec.com,"Aecc Aviation Power Co.,Ltd","Xujiawan, Weiyang District",,Xi'an,Shaanxi,71000,CHINA,Mfg aircraft engines/parts,,,,,,,
654198233,hxjd.hisense.cn,hisense.com,"Hisense Home Appliances Group Co.,Ltd.","No. 8, Ronggang Road, Ronggui Street, Shunde District",,Foshan,Guangdong,52830,CHINA,Mfg household appliances,,,,,,,
3001070,www.airproducts.com,airproducts.com,"Air Products and Chemicals, Inc.",1940 Air Products Blvd,,ALLENTOWN,Pennsylvania,18106,USA,Mfg industrial gases,,,,,,,
46475013,www.teleperformance.com,teleperformance.com,"Tpusa, Inc.",1991 S 4650 W,,SALT LAKE CITY,Utah,84104,USA,Business services,,,,,,,
177220647,www.amphenol.com,amphenol.com,Amphenol Corporation,358 Hall Ave,,WALLINGFORD,Connecticut,6492,USA,Mfg electronic connectors,,,,,,,
296267206,lloydsbank.nl,lloydsbankinggroup.com,LLOYDS BANKING GROUP PLC,25 Gresham Street,,LONDON,LONDON,EC2V,ENGLAND,Bank holding company,,,,,,,
11043677,digitalfirstmedia.com,medianewsgroup.com,"Digital First Media, LLC",101 W Colfax Ave FL 11,,DENVER,Colorado,80202,USA,Newspapers-publishing/printing,,,,,,,
133501127,gcaservices.com,abm.com,"Gca Services Group, Inc.",1350 Euclid Ave Ste 1500,,Cleveland,Ohio,44115,USA,Building maintenance services,,,,,,,
73103384,mystarfire.com,ielp.com,Starfire Holding Corporation,767 5TH Ave FL 47,,NEW YORK,New York,10153,USA,Mfg railroad equipment,,,,,,,
544963788,gome.com.cn,gome.com.hk,"Gome Appliance Co., Ltd.","Floor 12, Eagle Run Plaza, No.26, Xiaoyun Road, Chaoyang Distric",,Beijing,Beijing,10001,CHINA,Ret radio/tv/electronics,,,,,,,
654663517,ene-compass.com,crrcgc.cc,"CRRC Zhuzhou Electric Locomotive Research Institute Co., Ltd.",Tianxin,,Zhuzhou,Hunan,41200,CHINA,Mfg railroad equipment,,,,,,,
526933444,inzonegroup.cn,yinzuostock.com,"Inzone Group Co.,Ltd.","Suite C, Yinzuo Building, No.66, Luoyuan Street, Lixia District",,Jinan,Shandong,25006,CHINA,Department store,,,,,,,
43190826,esterline.com,transdigm.com,Esterline Technologies Corp,1350 Euclid Ave Ste 1600,,CLEVELAND,Ohio,44114,USA,Mfg aircraft parts/equipment,,,,,,,
216281122,wallgreensbootsalliance.com,walgreensbootsalliance.com,BOOTS MANAGEMENT SERVICES LIMITED,1 Thane Road West,,NOTTINGHAM,NOTTINGHAMSHIRE,NG2 3,ENGLAND,Business services,,,,,,,
872197369,tnebltd.gov.in,tangedco.gov.in,TNEB LIMITED,Npkrr Maaligai (Tneb) Office,"144, Anna Salai",Chennai,Tamil Nadu,60000,INDIA,Electric services,,,,,,,
10527392,connectedmed.com,upmc.com,Upmc Health System,600 Grant St,,Pittsburgh,Pennsylvania,15219,USA,General hospital,,,,,,,
654116490,jnkgmy.jnkgjtnews.com,dtcoalmine.com,"Jinneng Holding Coal Group Co.,Ltd.","Xinpingwang, Kuangqu, Yungang District",,Datong,Shanxi,3700,CHINA,Coal mining services,,,,,,,
107970886,www.clevelandcliffs.com,usa.arcelormittal.com,Cleveland-Cliffs Steel LLC,1 S Dearborn St FL 19,,Chicago,Illinois,60603,USA,Blast furnace-steel works,,,,,,,
544756448,chinaxinghui.com,hengyi.com,"Zhejiang Hengyi Polymer Co., Ltd.","No.81-5, Chenghu Road, Yaqian Town, Xiaoshan District",,Hangzhou,Zhejiang,31120,CHINA,Mfg cellulosic manmade fibers,,,,,,,
529663924,esquel.com,detshirts.com,GUANGDONG ESQUEL TEXTILES CO. LTD.,"Cangjiang Export Processing Zone, Gaoming District",,Foshan,Guangdong,52859,CHINA,Mfg textile goods,,,,,,,
79309551,icc-astec.com,icpgroup.com,"Aih, LLC",5810 Van Allen Way,,Carlsbad,California,92008,USA,Mfg motors/generators,,,,,,,
78517506,freeman.com,freemanco.com,Freeman Decorating Co.,14221 Dallas Pkwy,,DALLAS,Texas,75254,USA,Business services,,,,,,,
39277590,www.cencora.com,amerisourcebergen.com,"Cencora, Inc.",1 W 1ST Ave,,CONSHOHOCKEN,Pennsylvania,19428,USA,Whol drugs/sundries,,,,,,,
654264449,comec.cssc.net.cn,cssc.net.cn,Cssc Offshore&Marine Engineering(Group) Company Limited,"Floor 15, Chuanbo Building, No.137, Gexin Road, Haizhu District",,Guangzhou,Guangdong,51025,CHINA,Shipbuilding/repairing,,,,,,,
6073225,www.kohlercompany.com,kohler.com,Kohler Co.,444 Highland Dr,,KOHLER,Wisconsin,53044,USA,Mfg metal sanitary ware,,,,,,,
884006032,www.navy.mil,army.mil,United States Department of The Navy,1200 Navy Pentagon,,Washington,District of Columbia,20350,USA,National security,,,,,,,
80342931,www.conduent.com,conduent.com,Conduent Incorporated,100 Campus Dr Ste 200,,FLORHAM PARK,New Jersey,7932,USA,Business services,,,,,,,
883438459,lejeune.marines.mil,usmc.mil,United States Marine Corps,Branch Health Clinic (Bhc) Bldg #598,,Beaufort,South Carolina,29904,USA,National security,,,,,,,
1317072,carrier.com,utc.com,Carrier Corporation,13995 Pasteur Blvd,,PALM BEACH GARDENS,Florida,33418,USA,Mfg refrigeration/heating equipment,,,,,,,
529563202,sogr.com.cn,petrochina.com.cn,"Petrochina Co., Ltd. Liaohe Oilfield Company","Zhenxing St., Xinglongtai District",,Panjin,Liaoning,12401,CHINA,Mfg petroleum/coal products,,,,,,,
46424990,www.designerbrands.com,designerbrands.com,Designer Brands Inc.,810 Dsw Dr,,COLUMBUS,Ohio,43219,USA,Ret men's/boy's clothing,,,,,,,
6995419,www.avnet.com,avnet.com,"Avnet, Inc.",2211 S 47TH St,,PHOENIX,Arizona,85034,USA,Whol electronic parts/equipment,,,,,,,
918441291,hsbc.com,hsbc.co.in,HSBC ELECTRONIC DATA PROCESSING INDIA PRIVATE LIMITED,"HSBC House, Plot No.8, Survey No.64 (Part),","Hitec City Layout, Madhapur",Hyderabad,Telangana,50008,INDIA,Data processing/preparation,,,,,,,
1344142,www.rtx.com,rtx.com,Rtx Corporation,1000 Wilson Blvd,,ARLINGTON,Virginia,22209,USA,Mfg aircraft engines/parts,,,,,,,
654703123,hnydcloud.com,chinamobileltd.com,"China Mobile Group Hunan Co., Ltd.",No.489 North Chezhan Rd Furong Dist,,Changsha,Hunan,41000,CHINA,Communication services,,,,,,,
1957737,www.defense.gov,defense.gov,United States Department of Defense,1400 Defense Pentagon,,WASHINGTON,District of Columbia,20301,USA,National security,,,,,,,
196578736,datasource.johnsoncontrols.com,johnsoncontrols.com,Johnson Controls Security Solutions LLC,6600 Congress Ave,,Boca Raton,Florida,33487,USA,Security systems services,,,,,,,
544966419,aysteel.com.cn,angang.com.cn,"Anyang Iron and Steel Co., Ltd.","Meiyuanzhuang, Yindu District",,Anyang,Henan,45500,CHINA,Blast furnace-steel works,,,,,,,
9581646,sdrp.org,sandiegocounty.gov,County of San Diego,1600 Pacific Hwy Ste 209,,SAN DIEGO,California,92101,USA,General government,,,,,,,
218612919,trinity.co.uk,reachplc.com,TRINITY NEWSPAPER GROUP LIMITED,Kingsfield Court Chester Business Park,,CHESTER,CHESHIRE,CH4 9,ENGLAND,Nonclassified establishment,,,,,,,
809785363,nc.gov,ncdhhs.gov,North Carolina Department of Health & Human Services,2025 Mail Service Ctr,,Raleigh,North Carolina,27699,USA,Administrative social/manpower programs,,,,,,,
968138813,iheart.com,iheartmedia.com,"Iheartmedia Capital II, LLC",20880 Stone Oak Pkwy,,San Antonio,Texas,78258,USA,Communication services,,,,,,,
210178976,johnlewispartnership.co.uk,johnlewis.com,JOHN LEWIS PLC,1 DRUMMOND GATE,PIMLICO,LONDON,LONDON,SW1V,ENGLAND,Holding company,,,,,,,
650462265,msebindia.com,mahadiscom.in,MSEB HOLDING COMPANY LIMITED,3rd & 4th Floor Hong Kong Bank Building,"Mahatma Gandhi Road, Fort",Mumbai,Maharashtra,40000,INDIA,Legal services office,,,,,,,
526904632,cnicec.com,czec.com.cn,"China Nuclear Industry Zhongyuan Construction Co., Ltd.","No. 202-19, 2/F, Building 18, Area 17, No. 188, Nansihuan West R",,Beijing,Beijing,10007,CHINA,Trade contractor,,,,,,,
650199482,zyduscadila.com,zyduslife.com,ZYDUS LIFESCIENCES LIMITED,"Zydus Corporate Park Scheme No. 63, Survey No. 536,","Khoraj (Gandhinagar) Nr. Vaishnodevi Circle,",Ahmedabad,Gujarat,38248,INDIA,Mfg pharmaceutical preparations,,,,,,,
545304420,163nasa.com,ir.netease.com,"Netease (Hangzhou) Network Co.,Ltd.","7th Floor, Building 4, No. 599, Wangshang Road, Changhe Street,",,Hangzhou,Zhejiang,31005,CHINA,Mfg computer peripheral equipment,,,,,,,
7496631,nebraska.gov,capitol.nebraska.gov,State of Nebraska,521 S 14TH St Ste 400,,Lincoln,Nebraska,68508,USA,Executive office,,,,,,,
79798995,www.believersacademyinc.org,palmbeachschools.org,The School District of West Palm Beach County,3300 Forest Hill Blvd Ste A323,,West Palm Beach,Florida,33406,USA,Elementary/secondary school,,,,,,,
17104670,www.ufpi.com,ufpi.com,"Ufp Industries, Inc.",2801 E Beltline Ave NE,,GRAND RAPIDS,Michigan,49525,USA,Sawmill/planing mill,,,,,,,
803667422,www.zachrygroup.com,zachrygroup.com,"Zachry Industrial, Inc.",527 Logwood Ave,,SAN ANTONIO,Texas,78221,USA,Heavy construction,,,,,,,
654533694,stec.net,stecs.com.sg,"Shanghai Tunnel Engineering Co.,Ltd.","No.1099, Wanping S. Road, Xuhui District",,Shanghai,Shanghai,20003,CHINA,Bridge/tunnel construction,,,,,,,
548195018,wanwang.aliyun.com,shanxicoal.cn,Shanxi Coal Transportation & Distribution Company,"No.82, Kaihuasi St.",,Taiyuan,Shanxi,3000,CHINA,Whol coal/minerals/ores,,,,,,,
860515748,ddbmudragroup.com,multiplier.co.in,MULTIPLIER BRAND SOLUTIONS PRIVATE LIMITED,B - 1/g - 3 2nd Floor,Mohan Co - Op Industrial Estate Main Mathura Road,New Delhi,Delhi,11004,INDIA,Management consulting services,,,,,,,
650730005,godrejandboyce.com,godrej.com,GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED,"Pirojsha Nagar, Vikhroli,",,Mumbai,Maharashtra,40007,INDIA,Mfg home refrigerators/freezers,,,,,,,
808145536,stagestoresinc.com,burkesoutlet.com,"Stage Stores, Inc.",2425 West Loop S,,Houston,Texas,77027,USA,Ret family clothing,,,,,,,
102874562,chevys.com,xperiencerg.com,"Real Mex Restaurants, Inc.",5660 Katella Ave Ste 200,,Cypress,California,90630,USA,Eating place,,,,,,,
610792264,www.energytransfer.com,energytransfer.com,Energy Transfer LP,8111 Westchester Dr Ste 600,,DALLAS,Texas,75225,USA,Natural gas transmission,,,,,,,
650066009,tvsscs.com,tvslsl.com,TVS SUPPLY CHAIN SOLUTIONS LIMITED,"10, Jawahar Road, Chokkikulam,",,Madurai,Tamil Nadu,62500,INDIA,Freight transportation arrangement,,,,,,,
81218565,perspecta.com,peraton.com,Peraton Solutions Inc.,12975 Worldgate Dr Ste 100,,HERNDON,Virginia,20170,USA,Data processing/preparation,,,,,,,
6046700,bloomington.iu.edu,trustees.iu.edu,Trustees of Indiana University,107 S Indiana Ave,,BLOOMINGTON,Indiana,47405,USA,College/university,,,,,,,
161906011,www.congress.gov,congress.gov,"Congress, United States",U S Capitol Senate Office OF Rm 263,,WASHINGTON,District of Columbia,20510,USA,Legislative body,,,,,,,
35000363,stores.cabelas.com,cabelas.com,Cabela's LLC,1 Cabela Dr,,Sidney,Nebraska,69162,USA,Ret sporting goods/bicycles,,,,,,,
795448062,www.berryglobal.com,ir.berryglobal.com,"Berry Global Group, Inc.",101 Oakley St,,EVANSVILLE,Indiana,47710,USA,Mfg plastic products,,,,,,,
81590853,locations.53.com,53.com,"Fifth Third Bank, National Association",38 Fountain Square Plz,,CINCINNATI,Ohio,45202,USA,State commercial bank,,,,,,,
420070486,cxhengli.com.cn,cxhengli.com,"Cixi Hengli Co., Ltd.","Tianlong Road, Xiaolin Town",,Cixi,Zhejiang,31530,CHINA,Mfg games/toys,,,,,,,
650194350,indianrailways.gov.in,mumbai77.com,MINISTRY OF RAILWAYS,Chhatrapati Shivaji Maharaj Terminus,Fort,Mumbai,Maharashtra,40000,INDIA,Local/suburban transportation,,,,,,,
106134612,www.uci.edu,uci.edu,"University of California, Irvine",510 Aldrich Hall,,IRVINE,California,92697,USA,College/university,,,,,,,
114302219,www.encompasshealth.com,encompasshealth.com,Encompass Health Corporation,9001 Liberty Pkwy,,BIRMINGHAM,Alabama,35242,USA,Specialty hospital,,,,,,,
238500362,manpower.co.uk,manpowergroup.co.uk,MANPOWER UK LIMITED,Capital Court,30 Windsor Street,UXBRIDGE,MIDDLESEX,UB8 1,ENGLAND,Employment agency,,,,,,,
500191747,capitaemployeesolutions.co.uk,capita.com,CAPITA BUSINESS SERVICES LTD,65 Gresham Street,,LONDON,LONDON,EC2V,ENGLAND,Computer related services,,,,,,,
963613240,orlandoscience.org,ocps.net,The Orange County Public School District,445 W Amelia St,,Orlando,Florida,32801,USA,Elementary/secondary school,,,,,,,
4469300,www.dieboldnixdorf.com,dieboldnixdorf.com,"Diebold Nixdorf, Incorporated",350 Orchard Ave NE,,NORTH CANTON,Ohio,44720,USA,Mfg calculating equipment,,,,,,,
161906193,www.usa.gov,usa.gov,Government of The United States,1600 Pennsylvania Ave NW,,Washington,District of Columbia,20500,USA,Executive office,,,,,,,
653938704,boe.com,boe.com.cn,"Boe Technology Group Co.,Ltd.","No.12, Xihuan M. Road, Economic Technology Development Zone, Dax",,Beijing,Beijing,10017,CHINA,Mfg electronic components,,,,,,,
206419871,utoronto.ca,governingcouncil.utoronto.ca,The Governing Council of the University of Toronto,27 King's College Cir,,TORONTO,ONTARIO,M5S 1,CANADA,College/university,,,,,,,
152761276,loewshotels.com,amctheatres.com,Loews Cineplex Entertainment Corp,711 5TH Ave,,New York,New York,10022,USA,Motion picture theater,,,,,,,
